longitude,latitude,septic_id,septic_id_short,septic_district,septic_block,septic_number,septic_capacity,septic_ventilation_1,septic_ventilation_2,steel_id,steel_id_short,steel_type,steel_district,steel_number,steel_capacity,house_count,house_ids
36.3183504081195,32.3035214349812,D01-B03-T03,D1-B3-T3,1,3,3,4,160,,,,,,,,10,"D01-B02-H031,D01-B02-H032,D01-B03-H025,D01-B03-H026,D01-B03-H027,D01-B03-H028,D01-B03-H029,D01-B03-H076,D01-B03-H077,D01-B03-H078"
36.3182767016745,32.3033002211189,D01-B03-T04,D1-B3-T4,1,3,4,4,160,,,,,,,,7,"D01-B03-H100,D01-B03-H101,D01-B03-H102,D01-B03-H103,D01-B04-H030,D01-B04-H031,D01-B04-H032"
36.3185090411972,32.3033890590225,D01-B03-T05,D1-B3-T5,1,3,5,4,160,,,,,,,,7,"D01-B03-H024,D01-B03-H030,D01-B03-H031,D01-B03-H032,D01-B03-H104,D01-B03-H105,D01-B03-H106"
36.3187505760863,32.3031521692445,D01-B03-T06,D1-B3-T6,1,3,6,4,160,,,,,,,,6,"D01-B03-H033,D01-B03-H072,D01-B03-H073,D01-B03-H074,D01-B03-H107,D01-B03-H108"
36.3190889060045,32.303044193412,D01-B03-T07,D1-B3-T7,1,3,7,4,160,,,,,,,,10,"D01-B03-H034,D01-B03-H035,D01-B03-H036,D01-B03-H071,D01-B03-H072,D01-B03-H108,D01-B03-H109,D01-B03-H110,D01-B03-H111,D01-B03-H112"
36.3195286849072,32.3033079244922,D01-B03-T08,D1-B3-T8,1,3,8,4,160,,,,,,,,6,"D01-B02-H038,D01-B02-H039,D01-B02-H040,D01-B03-H017,D01-B03-H037,D01-B03-H038"
36.3196271843251,32.3030643082168,D01-B03-T09,D1-B3-T9,1,3,9,4,160,,,,,,,,6,"D01-B03-H015,D01-B03-H016,D01-B03-H039,D01-B03-H069,D01-B03-H070,D01-B03-H071-1"
36.3194729904096,32.3029425261325,D01-B03-T10,D1-B3-T10,1,3,10,4,160,,,,,,,,5,"D01-B03-H113,D01-B03-H114,D01-B04-H018,D01-B04-H019,D01-B04-H020"
36.3202266246796,32.3031223529783,D01-B03-T11,D1-B3-T11,1,3,11,8,160,,,,,,,,7,"D01-B03-H013,D01-B03-H014,D01-B03-H040,D01-B03-H041,D01-B03-H042,D01-B03-H043,D01-B03-H044"
36.3201472639177,32.3027497523523,D01-B03-T12,D1-B3-T12,1,3,12,4,160,,,,,,,,10,"D01-B03-H064,D01-B03-H065,D01-B03-H066,D01-B03-H116,D01-B03-H117,D01-B03-H118,D01-B03-H119,D01-B04-H011,D01-B04-H012,D01-B04-H013"
36.3205436769511,32.3030314441361,D01-B03-T13,D1-B3-T13,1,3,13,4,160,,,,,,,,8,"D01-B03-H008,D01-B03-H009,D01-B03-H010,D01-B03-H011,D01-B03-H045,D01-B03-H046,D01-B03-H047,D01-B03-H048"
36.3203358032865,32.3027092390877,D01-B03-T14,D1-B3-T14,1,3,14,4,160,,,,,,,,6,"D01-B03-H061,D01-B03-H062,D01-B03-H063,D01-B03-H120,D01-B03-H121,D01-B03-H122"
36.3208256166986,32.3028056833969,D01-B03-T15,D1-B3-T15,1,3,15,4,160,,,,,,,,7,"D01-B03-H007,D01-B03-H008,D01-B03-H048,D01-B03-H049,D01-B03-H060,D01-B03-H123,D01-B03-H124"
36.3210072924697,32.3026429792969,D01-B03-T16,D1-B3-T16,1,3,16,4,160,,,,,,,,6,"D01-B03-H057,D01-B03-H058,D01-B03-H059,D01-B03-H125,D01-B03-H126,D01-B03-H127"
36.3210860740177,32.3026874818859,D01-B03-T17,D1-B3-T17,1,3,17,4,160,,,,,,,,7,"D01-B03-H003,D01-B03-H004,D01-B03-H005,D01-B03-H006,D01-B03-H050,D01-B03-H051,D01-B03-H052"
36.321299271464,32.3025627036922,D01-B03-T18,D1-B3-T18,1,3,18,4,160,,,,,,,,11,"D01-B03-H053,D01-B03-H054,D01-B03-H055,D01-B03-H056,D01-B03-H066,D01-B03-H128,D01-B03-H129,D01-B03-H130,D01-B03-H131,D01-B04-H001,D01-B04-H002"
36.3172260869016,32.3032864471858,D01-B04-T01,D1-B4-T1,1,4,1,4,160,,,,,,,,9,"D01-B03-H091,D01-B03-H092,D01-B03-H093,D01-B03-H094,D01-B03-H095,D01-B04-H038,D01-B04-H039,D01-B04-H041,D01-B04-H042"
36.3175769393386,32.3031907643269,D01-B04-T02,D1-B4-T2,1,4,2,8,160,,,,,,,,8,"D01-B03-H087,D01-B03-H096,D01-B03-H097,D01-B04-H035,D01-B04-H036,D01-B04-H043,D01-B04-H044,D01-B04-H046"
36.3186254727149,32.302970047875,D01-B04-T03,D1-B4-T3,1,4,3,8,160,,,,,,,,10,"D01-B04-H023,D01-B04-H024,D01-B04-H025,D01-B04-H026,D01-B04-H027,D01-B04-H028,D01-B04-H029,D01-B04-H058,D01-B04-H060,D01-B04-H062"
36.3186017481027,32.3027777901251,D01-B04-T04,D1-B4-T4,1,4,4,4,160,,,,,,,,8,"D01-B04-H021,D01-B04-H057,D01-B04-H059,D01-B04-H061,D01-B04-H063,D01-B04-H064,D01-B04-H065,D01-B04-H066"
36.3192248370344,32.3026331000434,D01-B04-T05,D1-B4-T5,1,4,5,4,160,,,,,,,,13,"D01-B04-H019,D01-B04-H021,D01-B04-H065,D01-B04-H067,D01-B04-H068,D01-B04-H069,D01-B04-H071,D01-B04-H072,D01-B04-H073,D01-B04-H076,D01-B05-H036,D01-B05-H037,D01-B05-H041"
36.3197368719461,32.302746207401,D01-B04-T06,D1-B4-T6,1,4,6,8,160,,,,,,,,5,"D01-B04-H017,D01-B04-H074,D01-B04-H075,D01-B04-H076-1,D01-B04-H076-2"
36.3202543482497,32.3023401846378,D01-B04-T07,D1-B4-T7,1,4,7,4,160,,,,,,,,8,"D01-B04-H008,D01-B04-H009,D01-B04-H010,D01-B04-H086,D01-B04-H088,D01-B04-H089,D01-B04-H090,D01-B04-H091"
36.3207572391727,32.3024016364809,D01-B04-T08,D1-B4-T8,1,4,8,8,160,,,,,,,,10,"D01-B04-H003,D01-B04-H004,D01-B04-H005,D01-B04-H006,D01-B04-H007,D01-B04-H092,D01-B04-H093,D01-B04-H094,D01-B04-H095,D01-B04-H096"
36.3211369455641,32.3021689666942,D01-B04-T09,D1-B4-T9,1,4,9,8,160,,,,,,,,12,"D01-B04-H097,D01-B04-H098,D01-B04-H099,D01-B04-H100,D01-B04-H101,D01-B05-H001,D01-B05-H002,D01-B05-H003,D01-B05-H004,D01-B05-H180,D01-B05-H184,D01-B05-H185"
36.3170145216744,32.3031008110043,D01-B05-T01,D1-B5-T1,1,5,1,4,160,,,,,,,,6,"D01-B04-H040,D01-B05-H075,D01-B05-H076,D01-B05-H077,D01-B05-H081,D01-B05-H082"
36.3167324444031,32.3028597568444,D01-B05-T02,D1-B5-T2,1,5,2,4,160,,,,,,,,7,"D01-B05-H078,D01-B05-H079,D01-B05-H080,D01-B05-H083,D01-B05-H084,D01-B05-H085,D01-B05-H086-1"
36.3167139111607,32.3027149563269,D01-B05-T03,D1-B5-T3,1,5,3,8,160,,,,,,,,8,"D01-B05-H086,D01-B05-H087,D01-B05-H088,D01-B05-H089,D01-B05-H090,D01-B05-H091,D01-B05-H091-1,D01-B05-H093"
36.3172711752137,32.3028646704176,D01-B05-T04,D1-B5-T4,1,5,4,4,160,,,,,,,,4,"D01-B05-H069,D01-B05-H071,D01-B05-H072,D01-B05-H074"
36.317176340994,32.3025887867891,D01-B05-T05,D1-B5-T5,1,5,5,4,160,,,,,,,,1,D01-B05-H098
36.317092422429,32.3023691910225,D01-B05-T06,D1-B5-T6,1,5,6,4,160,,,,,,,,4,"D01-B05-H096,D01-B05-H097,D01-B05-H099,D01-B05-H100"
36.317684441389,32.3028992943876,D01-B05-T07,D1-B5-T7,1,5,7,4,160,,,,,,,,8,"D01-B04-H046,D01-B04-H047,D01-B04-H048,D01-B04-H050,D01-B05-H063,D01-B05-H066,D01-B05-H067,D01-B05-H068"
36.3176420466003,32.3026248849784,D01-B05-T08,D1-B5-T8,1,5,8,4,160,,,,,,,,4,"D01-B05-H059,D01-B05-H064,D01-B05-H065,D01-B05-H104"
36.3173999829412,32.3022880151762,D01-B05-T09,D1-B5-T9,1,5,9,4,160,,,,,,,,11,"D01-B05-H101,D01-B05-H105,D01-B05-H106,D01-B05-H107,D01-B05-H108,D01-B05-H110,D01-B06-H067,D01-B06-H070,D01-B06-H071,D01-B06-H075,D01-B06-H076"
36.3180093101494,32.3028331379382,D01-B05-T10,D1-B5-T10,1,5,10,8,160,,,,,,,,7,"D01-B04-H033,D01-B04-H051,D01-B04-H052,D01-B04-H053,D01-B04-H054,D01-B04-H055,D01-B04-H056"
36.3180582875452,32.3028244245169,D01-B05-T11,D1-B5-T11,1,5,11,4,160,,,,,,,,9,"D01-B05-H053,D01-B05-H054,D01-B05-H055,D01-B05-H056,D01-B05-H057,D01-B05-H058,D01-B05-H059,D01-B05-H060,D01-B05-H061"
36.3179799075347,32.3024991853032,D01-B05-T12,D1-B5-T12,1,5,12,4,160,,,,,,,,6,"D01-B05-H109,D01-B05-H116,D01-B05-H117,D01-B05-H125,D01-B05-H126,D01-B05-H127"
36.3185914647306,32.302706443635,D01-B05-T13,D1-B5-T13,1,5,13,8,160,,,,,,,,10,"D01-B05-H043,D01-B05-H044,D01-B05-H045,D01-B05-H046,D01-B05-H047,D01-B05-H048,D01-B05-H049,D01-B05-H050,D01-B05-H051,D01-B05-H052"
36.3183193205908,32.3021923945088,D01-B05-T14,D1-B5-T14,1,5,14,4,160,,,,,,,,10,"D01-B05-H044,D01-B05-H045,D01-B05-H046,D01-B05-H049,D01-B05-H126,D01-B05-H127,D01-B05-H129,D01-B05-H132,D01-B05-H133,D01-B05-H134"
36.3186572369224,32.3023810001035,D01-B05-T15,D1-B5-T15,1,5,15,4,160,,,,,,,,6,"D01-B05-H029,D01-B05-H040,D01-B05-H042,D01-B05-H132,D01-B05-H135,D01-B05-H137"
36.319213652106,32.30257770735,D01-B05-T16,D1-B5-T16,1,5,16,4,160,,,,,,,,5,"D01-B05-H032,D01-B05-H033,D01-B05-H034,D01-B05-H035,D01-B05-H036"
36.3191044178767,32.3023077615185,D01-B05-T17,D1-B5-T17,1,5,17,4,160,,,,,,,,8,"D01-B05-H030,D01-B05-H031,D01-B05-H033,D01-B05-H034,D01-B05-H039,D01-B05-H144,D01-B05-H145,D01-B05-H147"
36.3196241770949,32.3023774636167,D01-B05-T18,D1-B5-T18,1,5,18,4,160,,,,,,,,9,"D01-B04-H080,D01-B04-H081,D01-B04-H082,D01-B04-H083,D01-B05-H024,D01-B05-H025,D01-B05-H026,D01-B05-H027,D01-B05-H028"
36.3201307163401,32.3023161804931,D01-B05-T19,D1-B5-T19,1,5,19,4,160,,,,,,,,10,"D01-B04-H081,D01-B04-H082,D01-B05-H017,D01-B05-H018,D01-B05-H019,D01-B05-H020,D01-B05-H021,D01-B05-H023,D01-B05-H159,D01-B05-H166"
36.3198021900504,32.3020080769066,D01-B05-T20,D1-B5-T20,1,5,20,4,160,,,,,,,,9,"D01-B05-H155,D01-B05-H156,D01-B05-H157,D01-B05-H160,D01-B05-H162,D01-B05-H163,D01-B05-H164,D01-B05-H165,D01-B05-H166"
36.3206817414907,32.3022117644781,D01-B05-T21,D1-B5-T21,1,5,21,4,160,,,,,,,,6,"D01-B05-H009,D01-B05-H010,D01-B05-H011,D01-B05-H013,D01-B05-H014,D01-B05-H016"
36.3208319308745,32.3021548119186,D01-B05-T22,D1-B5-T22,1,5,22,4,160,,,,,,,,6,"D01-B05-H005,D01-B05-H006,D01-B05-H007,D01-B05-H176,D01-B05-H182,D01-B05-H183"
36.3206939767286,32.3017653999551,D01-B05-T23,D1-B5-T23,1,5,23,4,160,,,,,,,,10,"D01-B05-H168,D01-B05-H169,D01-B05-H172,D01-B05-H173,D01-B05-H174,D01-B05-H177,D01-B06-H009,D01-B06-H010,D01-B06-H011,D01-B06-H014"
36.3212318824909,32.3018322337077,D01-B05-T24,D1-B5-T24,1,5,24,4,160,,,,,,,,6,"D01-B05-H184,D01-B05-H185,D01-B05-H186,D01-B05-H188,D01-B05-H189,D01-B05-H190"
36.32113574266,32.3017268270515,D01-B05-T25,D1-B5-T25,1,5,25,4,160,,,,,,,,5,"D01-B05-H179,D01-B05-H187,D01-B06-H001,D01-B06-H002,D01-B06-H003"
36.3159073298559,32.3020288754261,D01-B06-T01,D1-B6-T1,1,6,1,4,160,,,,,,,,5,"D01-B06-H090,D01-B06-H091,D01-B06-H092,D01-B06-H094,D01-B06-H095"
36.3165019265228,32.302358325305,D01-B06-T02,D1-B6-T2,1,6,2,4,160,,,,,,,,5,"D01-B06-H085,D01-B06-H086,D01-B06-H087,D01-B06-H088,D01-B06-H089"
36.3162051185063,32.3019127751011,D01-B06-T03,D1-B6-T3,1,6,3,4,160,,,,,,,,5,"D01-B06-H093,D01-B06-H096,D01-B06-H097,D01-B06-H098,D01-B06-H099"
36.3167354962545,32.3023036626895,D01-B06-T04,D1-B6-T4,1,6,4,4,160,,,,,,,,5,"D01-B05-H094,D01-B05-H095,D01-B06-H080,D01-B06-H081,D01-B06-H084"
36.3167010430341,32.301823410761,D01-B06-T05,D1-B6-T5,1,6,5,4,160,,,,,,,,5,"D01-B06-H082,D01-B06-H100,D01-B06-H101,D01-B06-H102,D01-B06-H103"
36.3168263106134,32.3018174494833,D01-B06-T06,D1-B6-T6,1,6,6,4,160,,,,,,,,3,"D01-B06-H106,D01-B06-H107,D01-B06-H110"
36.3170223598095,32.3021021938952,D01-B06-T07,D1-B6-T7,1,6,7,4,160,,,,,,,,5,"D01-B06-H074,D01-B06-H077,D01-B06-H079,D01-B06-H105,D01-B06-H108"
36.3172808223556,32.3017827311489,D01-B06-T08,D1-B6-T8,1,6,8,8,160,,,,,,,,2,"D01-B06-H073,D01-B06-H109"
36.3177061165084,32.3021870490192,D01-B06-T09,D1-B6-T9,1,6,9,4,160,,,,,,,,6,"D01-B06-H060,D01-B06-H061,D01-B06-H062,D01-B06-H065,D01-B06-H066,D01-B06-H067"
36.3176981260751,32.3018615651262,D01-B06-T10,D1-B6-T10,1,6,10,4,160,,,,,,,,9,"D01-B06-H059,D01-B06-H063,D01-B06-H064,D01-B06-H068,D01-B06-H069,D01-B06-H111,D01-B06-H112,D01-B06-H114,D01-B06-H115"
36.3177524394822,32.3017322477588,D01-B06-T11,D1-B6-T11,1,6,11,4,160,,,,,,,,6,"D01-B07-H042,D01-B07-H043,D01-B07-H044,D01-B07-H045,D01-B07-H046,D01-B07-H047"
36.3179653185298,32.302184120156,D01-B06-T12,D1-B6-T12,1,6,12,4,160,,,,,,,,11,"D01-B05-H116,D01-B05-H121,D01-B05-H122,D01-B05-H124,D01-B06-H049,D01-B06-H050,D01-B06-H051,D01-B06-H055,D01-B06-H056,D01-B06-H057,D01-B06-H060"
36.3181237080399,32.3017984874546,D01-B06-T13,D1-B6-T13,1,6,13,4,160,,,,,,,,6,"D01-B06-H054,D01-B06-H055,D01-B06-H056,D01-B06-H057,D01-B06-H058,D01-B06-H116"
36.3187876130978,32.3020622109701,D01-B06-T14,D1-B6-T14,1,6,14,4,160,,,,,,,,11,"D01-B05-H139,D01-B05-H143,D01-B05-H144,D01-B05-H147,D01-B06-H035,D01-B06-H036,D01-B06-H039,D01-B06-H040,D01-B06-H041,D01-B06-H043,D01-B06-H044"
36.3187456139616,32.3017581610383,D01-B06-T15,D1-B6-T15,1,6,15,8,160,,,,,,,,7,"D01-B06-H038,D01-B06-H041,D01-B06-H042,D01-B06-H046,D01-B06-H120,D01-B06-H122,D01-B06-H123"
36.3188391138215,32.3016461421937,D01-B06-T16,D1-B6-T16,1,6,16,4,160,,,,,,,,6,"D01-B06-H033,D01-B06-H034,D01-B06-H037,D01-B06-H042,D01-B06-H124,D01-B06-H126"
36.3189137147236,32.3016242300221,D01-B06-T17,D1-B6-T17,1,6,17,8,160,,,,,,,,4,"D01-B06-H127,D01-B07-H031,D01-B07-H032,D01-B07-H033"
36.3193725273478,32.3019817589873,D01-B06-T18,D1-B6-T18,1,6,18,4,160,,,,,,,,9,"D01-B05-H148,D01-B05-H150,D01-B05-H151,D01-B05-H152,D01-B05-H153,D01-B05-H154,D01-B06-H030,D01-B06-H031,D01-B06-H032"
36.3196643866643,32.3019132654708,D01-B06-T19,D1-B6-T19,1,6,19,4,160,,,,,,,,6,"D01-B06-H022,D01-B06-H025,D01-B06-H026,D01-B06-H027,D01-B06-H028,D01-B06-H029"
36.3195833734552,32.3015751677039,D01-B06-T20,D1-B6-T20,1,6,20,4,160,,,,,,,,5,"D01-B06-H021,D01-B06-H134,D01-B06-H135,D01-B06-H136,D01-B06-H137"
36.3198688093007,32.3018895573944,D01-B06-T21,D1-B6-T21,1,6,21,4,160,,,,,,,,5,"D01-B06-H016,D01-B06-H018,D01-B06-H019,D01-B06-H023,D01-B06-H024"
36.3201338155363,32.3015263194946,D01-B06-T22,D1-B6-T22,1,6,22,4,160,,,,,,,,7,"D01-B06-H140,D01-B06-H141,D01-B07-H012,D01-B07-H013,D01-B07-H014,D01-B07-H015,D01-B07-H016"
36.3203275857589,32.3014863708379,D01-B06-T23,D1-B6-T23,1,6,23,4,160,,,,,,,,9,"D01-B06-H141,D01-B06-H142,D01-B06-H143,D01-B06-H144,D01-B07-H007,D01-B07-H009,D01-B07-H010,D01-B07-H011,D01-B07-H013"
36.3207661531486,32.3017100727269,D01-B06-T24,D1-B6-T24,1,6,24,4,160,,,,,,,,5,"D01-B05-H178,D01-B05-H180,D01-B05-H181,D01-B06-H006,D01-B06-H007"
36.3207233845501,32.3014577146844,D01-B06-T25,D1-B6-T25,1,6,25,4,160,,,,,,,,10,"D01-B06-H144,D01-B06-H146,D01-B06-H147,D01-B07-H001,D01-B07-H002,D01-B07-H003,D01-B07-H004,D01-B07-H005,D01-B07-H006,D01-B07-H007"
36.3171446059699,32.301722493547,D01-B07-T01,D1-B7-T1,1,7,1,4,160,,,,,,,,4,"D01-B07-H051,D01-B07-H052,D01-B07-H053,D01-B07-H054"
36.3172642153555,32.3015102667858,D01-B07-T02,D1-B7-T2,1,7,2,4,160,,,,,,,,7,"D01-B07-H051,D01-B07-H053,D01-B07-H054,D01-B07-H058,D01-B07-H059,D01-B07-H060,D01-B07-H061"
36.3177714277314,32.3014673707155,D01-B07-T03,D1-B7-T3,1,7,3,2,160,,,,,,,,4,"D01-B07-H063,D01-B07-H064,D01-B08-H035,D01-B08-H036"
36.3183191749685,32.3016015792112,D01-B07-T04,D1-B7-T4,1,7,4,4,160,,,,,,,,13,"D01-B06-H118,D01-B06-H119,D01-B06-H121,D01-B06-H122,D01-B07-H034,D01-B07-H035,D01-B07-H036,D01-B07-H037,D01-B07-H038,D01-B07-H039,D01-B07-H040,D01-B07-H070,D01-B07-H071"
36.3190944968866,32.3015498666375,D01-B07-T05,D1-B7-T5,1,7,5,4,160,,,,,,,,8,"D01-B07-H025,D01-B07-H026,D01-B07-H027,D01-B07-H029,D01-B07-H030,D01-B07-H087,D01-B07-H088,D01-B07-H089"
36.3193587783436,32.3015130626807,D01-B07-T06,D1-B7-T6,1,7,6,4,160,,,,,,,,8,"D01-B06-H128,D01-B06-H129,D01-B06-H130,D01-B06-H132,D01-B07-H020,D01-B07-H022,D01-B07-H023,D01-B07-H024"
36.3199486288423,32.3014570094107,D01-B07-T07,D1-B7-T7,1,7,7,4,160,,,,,,,,4,"D01-B07-H017,D01-B07-H018,D01-B07-H019,D01-B07-H021"
36.3204920820511,32.3011487769637,D01-B07-T08,D1-B7-T8,1,7,8,4,160,,,,,,,,14,"D01-B07-H096,D01-B07-H097,D01-B07-H098,D01-B08-H002,D01-B08-H003,D01-B08-H004,D01-B08-H005,D01-B08-H006,D01-B08-H007,D01-B08-H008,D01-B08-H009,D01-B08-H065,D01-B08-H066,D01-B08-H068"
36.320635052362,32.3012271138442,D01-B07-T09,D1-B7-T9,1,7,9,8,160,,,,,,,,8,"D01-B07-H003,D01-B07-H004,D01-B07-H006,D01-B07-H008,D01-B07-H010,D01-B07-H097,D01-B07-H099,D01-B07-H101"
36.320730152513,32.301127282567,D01-B07-T10,D1-B7-T10,1,7,10,4,160,,,,,,,,8,"D01-B07-H102,D01-B07-H103,D01-B07-H104,D01-B07-H106,D01-B07-H107,D01-B08-H001,D01-B08-H071,D01-B08-H072"
36.3165949650681,32.3014935906949,D01-B08-T01,D1-B8-T1,1,8,1,4,160,,,,,,,,6,"D01-B07-H055,D01-B08-H042,D01-B08-H043,D01-B08-H044,D01-B08-H045,D01-B08-H046"
36.3172009939823,32.3013737458564,D01-B08-T02,D1-B8-T2,1,8,2,4,160,,,,,,,,5,"D01-B08-H036,D01-B08-H037,D01-B08-H038,D01-B08-H039,D01-B08-H040"
36.3177680284607,32.3012702312176,D01-B08-T03,D1-B8-T3,1,8,3,4,160,,,,,,,,11,"D01-B08-H031,D01-B08-H032,D01-B08-H033,D01-B08-H034,D01-B08-H035,D01-B09-H025,D01-B09-H026,D01-B09-H027,D01-B09-H028,D01-B09-H063,D01-B09-H066"
36.3180950644295,32.3013535024614,D01-B08-T04,D1-B8-T4,1,8,4,4,160,,,,,,,,3,"D01-B07-H068,D01-B08-H032,D01-B08-H033"
36.3182854257014,32.3013307107898,D01-B08-T05,D1-B8-T5,1,8,5,8,160,,,,,,,,7,"D01-B07-H069,D01-B07-H071,D01-B07-H079,D01-B07-H081,D01-B07-H082,D01-B08-H024,D01-B08-H027"
36.3183489651049,32.3012953122474,D01-B08-T06,D1-B8-T6,1,8,6,8,160,,,,,,,,16,"D01-B08-H023,D01-B08-H024,D01-B08-H025,D01-B08-H026,D01-B08-H027,D01-B08-H028,D01-B08-H029,D01-B08-H030,D01-B08-H047,D01-B08-H048,D01-B08-H049,D01-B08-H050,D01-B08-H051,D01-B08-H052,D01-B08-H053,D01-B08-H054"
36.3189741457824,32.3012417323091,D01-B08-T07,D1-B8-T7,1,8,7,2,160,,,,,,,,1,D01-B08-H022
36.3195690152447,32.3012123915441,D01-B08-T08,D1-B8-T8,1,8,8,2,160,,,,,,,,2,"D01-B07-H091,D01-B08-H014"
36.3198651283874,32.3009560494144,D01-B08-T09,D1-B8-T9,1,8,9,8,160,,,,,,,,9,"D01-B08-H061,D01-B08-H062,D01-B08-H063,D01-B08-H064,D01-B09-H011,D01-B09-H012,D01-B09-H013,D01-B09-H014,D01-B09-H015"
36.3200696543548,32.3008870113574,D01-B08-T10,D1-B8-T10,1,8,10,8,160,,,,,,,,8,"D01-B08-H065,D01-B08-H066,D01-B08-H067,D01-B08-H068,D01-B09-H007,D01-B09-H008,D01-B09-H009,D01-B09-H010"
36.3165336110429,32.301385551854,D01-B09-T01,D1-B9-T1,1,9,1,4,160,,,,,,,,8,"D01-B09-H036,D01-B09-H037,D01-B09-H038,D01-B09-H039,D01-B09-H040,D01-B09-H042,D01-B09-H043,D01-B09-H047"
36.3165155831769,32.3010631673607,D01-B09-T02,D1-B9-T2,1,9,2,8,160,,,,,,,,8,"D01-B09-H041,D01-B09-H045,D01-B10-H100,D01-B10-H214,D01-B10-H215,D01-B10-H216,D01-B10-H226,D01-B10-H227"
