longitude,latitude,septic_id_short,septic_capacity,septic_ventilation_1,septic_ventilation_2,steel_id,house_ids
36.342975,32.292747,D7-B18-T15,4,134,134,,"D07-B18-H073,D07-B18-H074,D07-B18-H074,D07-B18-H076,D07-B18-H077,D07-B18-H078"
36.343382,32.292979,D7-B18-T16,4,134,134,OST-07-11,"D07-B18-H078,D07-B18-H078,D07-B18-H079,D07-B18-H080,D07-B18-H081,D07-B18-H082"
36.343494,32.292537,D7-B18-T17,2,130,,,"D07-B18-H083,D07-B18-H084"
36.343633,32.29281,D7-B18-T18,4,133,133,OST-07-17,"D07-B18-H085,D07-B18-H086"
36.33849,32.295138,D7-B19-T1,8,136,137,OST-07-02,"D07-B19-H001,D07-B19-H002,D07-B19-H004,D07-B19-H005,D07-B19-H006"
36.338632,32.295143,D7-B19-T2,2,131,,OST-07-02,D07-B19-H003
36.33882,32.295077,D7-B19-T3,2,133,,OST-07-02,D07-B19-H009
36.338998,32.294986,D7-B19-T4,4,133,131,OST-07-02,"D07-B19-H001,D07-B19-H007,D07-B19-H008,D07-B19-H009,D07-B19-H012"
36.338872,32.294549,D7-B19-T5,2,132,,,"D07-B19-H013,D07-B19-H014"
36.339258,32.294824,D7-B19-T6,8,133,136,OST-07-02,"D07-B19-H010,D07-B19-H015,D07-B19-H017,D07-B19-H019,D07-B19-H020"
36.339489,32.294785,D7-B19-T7,4,134,135,OST-07-02,"D07-B19-H021,D07-B19-H025,D07-B19-H026"
36.339713,32.294723,D7-B19-T8,4,132,137,OST-07-02,"D07-B19-H022,D07-B19-H027,D07-B19-H034,D07-B19-H036"
36.339897,32.294668,D7-B19-T9,2,137,,OST-07-02,D07-B19-H034
36.339955,32.294578,D7-B19-T10,8,135,134,OST-07-02,"D07-B19-H035,D07-B19-H038,D07-B19-H039,D07-B19-H040,D07-B19-H044,D07-B19-H045"
36.340282,32.294487,D7-B19-T11,4,136,135,OST-07-02,"D07-B19-H045,D07-B19-H046,D07-B19-H048,D07-B19-H050"
36.340672,32.294358,D7-B19-T12,8,136,137,OST-07-02,"D07-B19-H053,D07-B19-H054,D07-B19-H055,D07-B19-H057,D07-B19-H057,D07-B19-H060"
36.34089,32.294303,D7-B19-T13,2,134,,OST-07-02,"D07-B19-H057,D07-B19-H061,D07-B19-H062,D07-B19-H065"
36.34105,32.2942,D7-B19-T14,4,135,135,OST-07-02,"D07-B19-H063,D07-B19-H064,D07-B19-H065,D07-B19-H066"
36.341462,32.294144,D7-B20-T1,8,131,131,OST-07-17,"D07-B20-H001,D07-B20-H003,D07-B20-H004,D07-B20-H006,D07-B20-H008"
36.341749,32.294049,D7-B20-T2,8,135,135,OST-07-17,"D07-B20-H007,D07-B20-H010,D07-B20-H011,D07-B20-H012,D07-B20-H015,D07-B20-H018"
36.341987,32.293981,D7-B20-T3,4,135,135,OST-07-17,"D07-B20-H019,D07-B20-H020,D07-B20-H023,D07-B20-H024,D07-B20-H025"
36.342135,32.293851,D7-B20-T4,4,136,136,OST-07-17,"D07-B20-H027,D07-B20-H028,D07-B20-H031"
36.342369,32.293806,D7-B20-T5,4,134,134,OST-07-17,"D07-B20-H029,D07-B20-H030,D07-B20-H032,D07-B20-H034,D07-B20-H035"
36.342601,32.29375,D7-B20-T6,8,176,176,OST-07-17,"D07-B20-H036,D07-B20-H038,D07-B20-H039,D07-B20-H040,D07-B20-H042"
36.342709,32.293705,D7-B20-T7,4,175,175,OST-07-17,"D07-B20-H040,D07-B20-H047"
36.342908,32.293631,D7-B20-T8,4,173,173,OST-07-17,"D07-B20-H045,D07-B20-H046,D07-B20-H047,D07-B20-H049"
36.34317,32.293548,D7-B20-T9,4,138,138,OST-07-17,"D07-B20-H048,D07-B20-H050,D07-B20-H051,D07-B20-H057"
36.343329,32.293508,D7-B20-T10,4,133,133,OST-07-17,"D07-B20-H054,D07-B20-H056,D07-B20-H058"
36.343592,32.293483,D7-B20-T11,8,138,138,OST-07-17,"D07-B20-H059,D07-B20-H060,D07-B20-H061,D07-B20-H062,D07-B20-H063"
36.343894,32.293321,D7-B20-T12,4,130,130,OST-07-17,"D07-B20-H063,D07-B20-H064,D07-B20-H065"
36.338775,32.295655,D7-B21-T1,4,175,175,OST-07-02,"D07-B21-H001,D07-B21-H002,D07-B21-H003,D07-B21-H004"
36.339168,32.29553,D7-B21-T2,4,132,135,OST-07-02,"D07-B21-H004,D07-B21-H005,D07-B21-H006,D07-B21-H007,D07-B21-H009"
36.339356,32.29531,D7-B21-T3,4,174,175,OST-07-02,"D07-B21-H008,D07-B21-H009,D07-B21-H013"
36.339435,32.29544,D7-B21-T4,2,131,,OST-07-02,"D07-B21-H010,D07-B21-H011,D07-B21-H012"
36.339529,32.295287,D7-B21-T5,8,175,176,OST-07-02,"D07-B21-H014,D07-B21-H015,D07-B21-H016,D07-B21-H018,D07-B21-H019"
36.339949,32.295224,D7-B21-T6,8,137,137,OST-07-02,"D07-B21-H020,D07-B21-H021,D07-B21-H022,D07-B21-H023,D07-B21-H024,D07-B21-H025,D07-B21-H026"
36.340248,32.295143,D7-B21-T7,4,135,136,OST-07-02,"D07-B21-H027,D07-B21-H028,D07-B21-H029,D07-B21-H031,D07-B21-H032,D07-B21-H033"
36.340555,32.294994,D7-B21-T8,2,133,,OST-07-02,"D07-B21-H034,D07-B21-H039"
36.340614,32.294886,D7-B21-T9,8,133,135,OST-07-02,"D07-B21-H035,D07-B21-H036,D07-B21-H037,D07-B21-H038,D07-B21-H042,D07-B21-H045,D07-B21-H046,D07-B21-H047"
36.340943,32.294695,D7-B21-T10,8,134,135,OST-07-02,"D07-B21-H043,D07-B21-H049,D07-B21-H051"
36.341127,32.294805,D7-B21-T11,8,140,140,,"D07-B21-H052,D07-B21-H053,D07-B21-H054,D07-B21-H055"
36.341743,32.294592,D7-B22-T1,8,134,134,OST-07-12,"D07-B22-H001,D07-B22-H003,D07-B22-H004,D07-B22-H005,D07-B22-H006"
36.341974,32.29451,D7-B22-T2,4,173,173,OST-07-12,"D07-B22-H008,D07-B22-H009,D07-B22-H012,D07-B22-H013"
36.342216,32.294424,D7-B22-T3,2,132,132,OST-07-12,"D07-B22-H017,D07-B22-H019"
36.34247,32.294367,D7-B22-T4,2,132,132,OST-07-12,"D07-B22-H021,D07-B22-H022"
36.342751,32.294256,D7-B22-T5,4,132,132,OST-07-12,"D07-B22-H023,D07-B22-H024,D07-B22-H025,D07-B22-H026,D07-B22-H027,D07-B22-H028"
36.342982,32.294197,D7-B22-T6,8,132,132,OST-07-12,"D07-B22-H030,D07-B22-H031,D07-B22-H032,D07-B22-H033,D07-B22-H034,D07-B22-H035"
36.343238,32.294108,D7-B22-T7,4,130,130,OST-07-12,"D07-B22-H036,D07-B22-H037,D07-B22-H038,D07-B22-H040,D07-B22-H042,D07-B22-H048"
36.343431,32.294063,D7-B22-T8,8,134,134,OST-07-12,"D07-B22-H039,D07-B22-H041,D07-B22-H042,D07-B22-H044,D07-B22-H045"
36.3436,32.294025,D7-B22-T9,4,134,134,OST-07-12,"D07-B22-H043,D07-B22-H044,D07-B22-H045,D07-B22-H049"
36.343936,32.293866,D7-B22-T10,4,136,136,OST-07-12,"D07-B22-H050,D07-B22-H051,D07-B22-H052,D07-B22-H053,D07-B22-H054"
36.339089,32.296432,D7-B23-T1,2,135,,,"D07-B23-H006,D07-B23-H008"
36.338975,32.29595,D7-B23-T2,4,135,132,,"D07-B23-H001,D07-B23-H002,D07-B23-H014,D07-B23-H015"
36.339219,32.296383,D7-B23-T3,4,134,130,,"D07-B23-H005,D07-B23-H007,D07-B23-H009,D07-B23-H010,D07-B23-H011"
36.339124,32.296115,D7-B23-T4,4,135,133,,"D07-B23-H003,D07-B23-H004,D07-B23-H012,D07-B23-H013"
36.339305,32.296238,D7-B23-T5,4,133,135,,"D07-B23-H009,D07-B23-H010,D07-B23-H011"
36.339404,32.296024,D7-B23-T6,4,133,132,,"D07-B23-H019,D07-B23-H021,D07-B23-H024,D07-B23-H025,D07-B23-H027"
36.339346,32.295899,D7-B23-T7,4,133,137,,"D07-B23-H027,D07-B23-H028,D07-B23-H043"
36.339902,32.29605,D7-B23-T8,8,134,132,,"D07-B23-H024,D07-B23-H032,D07-B23-H033,D07-B23-H040,D07-B23-H041,D07-B23-H042"
36.340064,32.296405,D7-B23-T9,4,136,136,,D07-B23-H096
36.339851,32.295688,D7-B23-T10,4,133,135,OST-07-02,"D07-B23-H029,D07-B23-H029,D07-B23-H030,D07-B23-H043,D07-B23-H045"
36.340136,32.295928,D7-B23-T11,4,135,135,,"D07-B23-H050,D07-B23-H051,D07-B23-H060,D07-B23-H061"
36.340154,32.295826,D7-B23-T12,8,132,132,,"D07-B23-H046,D07-B23-H048,D07-B23-H049,D07-B23-H062,D07-B23-H063,D07-B23-H064,D07-B23-H065,D07-B23-H065"
36.340424,32.296293,D7-B23-T13,4,127,128,,"D07-B23-H052,D07-B23-H054"
36.340355,32.296067,D7-B23-T14,4,135,132,,"D07-B23-H059,D07-B23-H073"
36.340146,32.295523,D7-B23-T15,4,136,134,OST-07-02,"D07-B23-H066,D07-B23-H067"
36.340651,32.296082,D7-B23-T16,4,136,136,,"D07-B23-H078,D07-B23-H093"
36.340488,32.295637,D7-B23-T17,4,137,130,,"D07-B23-H084,D07-B23-H087,D07-B23-H098,D07-B23-H099,D07-B23-H099"
36.340636,32.295833,D7-B23-T18,4,136,128,,"D07-B23-H079,D07-B23-H080,D07-B23-H082"
36.340804,32.296207,D7-B23-T19,2,132,,,D07-B23-H095
36.34087,32.295789,D7-B23-T20,4,132,132,,"D07-B23-H081,D07-B23-H090,D07-B23-H096"
36.340842,32.295587,D7-B23-T21,4,127,130,,"D07-B23-H102,D07-B23-H107,D07-B23-H110"
36.340957,32.295348,D7-B23-T22,4,140,136,,"D07-B23-H086,D07-B23-H100,D07-B23-H101,D07-B23-H112,D07-B23-H113"
36.341156,32.295381,D7-B23-T23,4,132,136,,"D07-B23-H116,D07-B23-H117,D07-B23-H118,D07-B23-H119"
36.341425,32.295448,D7-B23-T24,4,137,135,,"D07-B23-H119,D07-B23-H120,D07-B23-H122,D07-B23-H123,D07-B23-H129"
36.341559,32.29527,D7-B23-T25,4,135,138,,"D07-B23-H124,D07-B23-H126,D07-B23-H127"
36.342084,32.295612,D7-B24-T1,4,135,135,OST-07-12,"D07-B24-H015,D07-B24-H017"
36.341779,32.294775,D7-B24-T2,4,172,172,,"D07-B24-H005,D07-B24-H006,D07-B24-H007,D07-B24-H008,D07-B24-H009,D07-B24-H010,D07-B24-H011,D07-B24-H012,D07-B24-H014"
36.342245,32.295459,D7-B24-T3,4,130,130,OST-07-12,"D07-B24-H001,D07-B24-H002,D07-B24-H003,D07-B24-H004,D07-B24-H016"
36.342089,32.29504,D7-B24-T4,4,136,136,,"D07-B24-H022,D07-B24-H023,D07-B24-H024"
36.342397,32.295325,D7-B24-T5,4,135,135,OST-07-12,"D07-B24-H018,D07-B24-H019,D07-B24-H020"
36.342504,32.295238,D7-B24-T6,8,170,170,OST-07-12,"D07-B24-H025,D07-B24-H026,D07-B24-H027,D07-B24-H030,D07-B24-H032,D07-B24-H033,D07-B24-H035,D07-B24-H036,D07-B24-H039,D07-B24-H040"
36.342588,32.294855,D7-B24-T7,4,38,38,,"D07-B24-H037,D07-B24-H038,D07-B24-H045,D07-B24-H046"
36.342771,32.29501,D7-B24-T8,4,132,132,OST-07-12,"D07-B24-H040,D07-B24-H041,D07-B24-H042,D07-B24-H043,D07-B24-H044"
36.342674,32.294686,D7-B24-T9,4,139,139,,"D07-B24-H048,D07-B24-H055"
36.342901,32.294893,D7-B24-T10,4,132,132,OST-07-12,"D07-B24-H050,D07-B24-H051,D07-B24-H052,D07-B24-H053,D07-B24-H054"
36.343089,32.294753,D7-B24-T11,4,134,134,OST-07-12,"D07-B24-H056,D07-B24-H057,D07-B24-H060"
36.343201,32.294348,D7-B24-T12,2,127,,,"D07-B24-H061,D07-B24-H062"
36.34354,32.294365,D7-B24-T13,4,130,130,OST-07-12,"D07-B24-H063,D07-B24-H064"
36.343805,32.294172,D7-B24-T14,4,132,132,OST-07-12,"D07-B24-H065,D07-B24-H068"
36.336104,32.289468,D8-B1-T1,8,85,,,"D08-B01-H046,D08-B01-H047,D08-B01-H048"
36.336577,32.289309,D8-B1-T2,2.5,115,,,"D08-B01-H044,D08-B01-H045"
36.336812,32.288868,D8-B1-T3,8,80,,,"D08-B01-H017,D08-B01-H018,D08-B01-H019,D08-B01-H020,D08-B01-H021,D08-B01-H032,D08-B01-H033,D08-B01-H034"
36.337094,32.289179,D8-B1-T4,2.5,116,,,"D08-B01-H035,D08-B01-H043"
36.337118,32.289128,D8-B1-T5,2.5,121,,,"D08-B01-H036,D08-B01-H037"
36.337229,32.28896,D8-B1-T6,8,155,,,"D08-B01-H027,D08-B01-H028,D08-B01-H029,D08-B01-H030,D08-B01-H030,D08-B01-H038,D08-B01-H039,D08-B01-H040"
36.337412,32.289107,D8-B1-T7,2.5,135,,,"D08-B01-H041,D08-B01-H042"
36.337426,32.288658,D8-B1-T8,8,85,,,"D08-B01-H011,D08-B01-H012,D08-B01-H013,D08-B01-H014,D08-B01-H015,D08-B01-H016,D08-B01-H022,D08-B01-H023,D08-B01-H024,D08-B01-H025,D08-B01-H026"
36.337945,32.288778,D8-B1-T9,8,124,,,"D08-B01-H006,D08-B01-H007,D08-B01-H008,D08-B01-H009,D08-B01-H010"
36.338085,32.288453,D8-B1-T10,8,137,,,"D08-B01-H001,D08-B01-H002,D08-B01-H003,D08-B01-H004,D08-B01-H005,D08-B01-H005"
36.338392,32.288516,D8-B2-T1,8,122,,,"D08-B02-H001,D08-B02-H002,D08-B02-H003"
36.338568,32.288322,D8-B2-T2,8,153,,,"D08-B02-H004,D08-B02-H005,D08-B02-H006,D08-B02-H007,D08-B02-H008,D08-B02-H009,D08-B02-H010,D08-B02-H011"
36.338708,32.288108,D8-B2-T3,8,117,,,"D08-B02-H013,D08-B02-H014,D08-B02-H015,D08-B02-H016,D08-B02-H017,D08-B02-H018"
36.338875,32.288525,D8-B2-T4,8,164,,,"D08-B02-H012,D08-B02-H019,D08-B02-H020"
36.339006,32.288205,D8-B2-T5,8,157,,,"D08-B02-H021,D08-B02-H022,D08-B02-H023,D08-B02-H024,D08-B02-H025,D08-B02-H026,D08-B02-H027,D08-B02-H028,D08-B02-H029,D08-B02-H030"
36.339345,32.288152,D8-B2-T6,8,160,,,"D08-B02-H031,D08-B02-H032,D08-B02-H033,D08-B02-H034,D08-B02-H036,D08-B02-H037,D08-B02-H038,D08-B02-H039,D08-B02-H040,D08-B02-H041"
36.33957,32.287862,D8-B2-T7,8,115,,,"D08-B02-H045,D08-B02-H046,D08-B02-H047,D08-B02-H048"
36.339659,32.288093,D8-B2-T8,8,117,,,"D08-B02-H042,D08-B02-H043,D08-B02-H044,D08-B02-H049,D08-B02-H050"
36.339821,32.287733,D8-B2-T9,8,116,,,"D08-B02-H054,D08-B02-H055,D08-B02-H056"
36.339919,32.287973,D8-B2-T10,8,165,,,"D08-B02-H051,D08-B02-H052,D08-B02-H053,D08-B02-H057,D08-B02-H058,D08-B02-H059"
36.340118,32.287696,D8-B2-T11,8,87,,,"D08-B02-H063,D08-B02-H064,D08-B02-H065,D08-B02-H066,D08-B02-H067"
36.340179,32.28786,D8-B2-T12,8,115,,,"D08-B02-H060,D08-B02-H061,D08-B02-H062,D08-B02-H068,D08-B02-H069,D08-B02-H070"
36.340282,32.287455,D8-B2-T13,2.5,142,,,"D08-B02-H072,D08-B02-H073,D08-B02-H079"
36.340493,32.287809,D8-B2-T14,8,149,,,"D08-B02-H071,D08-B02-H072,D08-B02-H074,D08-B02-H075"
36.34079,32.287686,D8-B2-T15,8,146,,,"D08-B02-H076,D08-B02-H077,D08-B02-H081,D08-B02-H082"
36.340732,32.287308,D8-B2-T16,8,142,,,"D08-B02-H078,D08-B02-H080"
36.340882,32.287419,D8-B2-T17,8,139,,,"D08-B02-H086,D08-B02-H087,D08-B02-H088,D08-B02-H089,D08-B02-H090,D08-B02-H091"
36.340972,32.287621,D8-B2-T18,8,110,,,"D08-B02-H084,D08-B02-H085,D08-B02-H091,D08-B02-H092"
36.341047,32.287727,D8-B2-T19,8,144,,,"D08-B02-H083,D08-B02-H093,D08-B02-H094,D08-B02-H095,D08-B02-H096,D08-B02-H097"
36.341234,32.287279,D8-B2-T20,8,117,,,"D08-B02-H098,D08-B02-H099,D08-B02-H100,D08-B02-H101,D08-B02-H102,D08-B02-H103,D08-B02-H104,D08-B02-H105"
36.341603,32.287722,D8-B2-T21,8,132,,,"D08-B02-H106,D08-B02-H107,D08-B02-H108,D08-B02-H109,D08-B02-H110,D08-B02-H111,D08-B02-H112,D08-B02-H120"
36.341488,32.287106,D8-B2-T22,8,136,,,"D08-B02-H113,D08-B02-H114,D08-B02-H115,D08-B02-H116,D08-B02-H117,D08-B02-H121"
36.336278,32.288678,D8-B3-T1,8,165,,,"D08-B03-H001,D08-B03-H002,D08-B03-H003,D08-B03-H004,D08-B03-H005,D08-B03-H006"
36.336354,32.288492,D8-B3-T2,8,117,,,"D08-B03-H007,D08-B03-H008,D08-B03-H009,D08-B03-H010,D08-B03-H011,D08-B03-H012"
36.336541,32.288284,D8-B3-T3,8,134,,,"D08-B03-H013,D08-B03-H014,D08-B03-H015,D08-B03-H016,D08-B03-H017,D08-B03-H018,D08-B03-H019"
36.337002,32.288331,D8-B3-T4,8,140,,,"D08-B03-H020,D08-B03-H021,D08-B03-H022,D08-B03-H024,D08-B03-H025"
36.337157,32.288396,D8-B3-T5,8,135,,,"D08-B03-H026,D08-B03-H027,D08-B03-H028"
36.337268,32.28801,D8-B3-T6,8,80,,,"D08-B03-H029,D08-B03-H030,D08-B03-H031,D08-B03-H032,D08-B03-H033,D08-B03-H034,D08-B03-H035,D08-B03-H036,D08-B03-H038"
36.337512,32.28792,D8-B3-T7,8,136,,,"D08-B03-H039,D08-B03-H040,D08-B03-H041,D08-B03-H041,D08-B03-H042"
36.337773,32.287846,D8-B3-T8,8,152,,,"D08-B03-H043,D08-B03-H044,D08-B03-H045"
36.338225,32.288066,D8-B3-T9,2.5,205,,,D08-B03-H046
36.338283,32.287826,D8-B4-T1,8,154,,,"D08-B04-H001,D08-B04-H002,D08-B04-H003,D08-B04-H004"
36.338583,32.287727,D8-B4-T2,8,146,,,"D08-B04-H005,D08-B04-H006,D08-B04-H007,D08-B04-H008,D08-B04-H009,D08-B04-H010"
36.338895,32.287492,D8-B4-T3,8,104,,,"D08-B04-H011,D08-B04-H012,D08-B04-H013,D08-B04-H014,D08-B04-H015,D08-B04-H016"
36.339245,32.287488,D8-B4-T4,8,135,,,"D08-B04-H018,D08-B04-H019,D08-B04-H020,D08-B04-H021,D08-B04-H022,D08-B04-H023"
36.339626,32.287358,D8-B4-T5,8,136,,,"D08-B04-H024,D08-B04-H025,D08-B04-H026,D08-B04-H027,D08-B04-H028,D08-B04-H028,D08-B04-H029,D08-B04-H030"
36.339982,32.287314,D8-B4-T6,8,122,,,"D08-B04-H031,D08-B04-H032,D08-B04-H033,D08-B04-H034,D08-B04-H035,D08-B04-H036,D08-B04-H037"
36.34026,32.2871,D8-B4-T7,8,130,,,"D08-B04-H038,D08-B04-H039,D08-B04-H040,D08-B04-H041,D08-B04-H042,D08-B04-H043,D08-B04-H044,D08-B04-H045"
36.340657,32.287051,D8-B4-T8,8,154,,,"D08-B04-H046,D08-B04-H047,D08-B04-H048,D08-B04-H049,D08-B04-H050,D08-B04-H051,D08-B04-H052,D08-B04-H053,D08-B04-H054,D08-B04-H055"
36.340846,32.286779,D8-B4-T9,8,134,,,"D08-B04-H056,D08-B04-H057,D08-B04-H058,D08-B04-H059,D08-B04-H060,D08-B04-H061,D08-B04-H062,D08-B04-H062"
36.341273,32.286758,D8-B4-T10,2.5,132,,,"D08-B04-H062,D08-B04-H063,D08-B04-H066"
36.341423,32.286681,D8-B4-T11,8,157,,,"D08-B04-H065,D08-B04-H066,D08-B04-H067,D08-B04-H068"
36.341641,32.286558,D8-B4-T12,8,130,,,"D08-B04-H069,D08-B04-H070,D08-B04-H071,D08-B04-H072,D08-B04-H073,D08-B04-H074"
36.335576,32.288147,D8-B5-T1,8,127,,,"D08-B05-H001,D08-B05-H002,D08-B05-H003,D08-B05-H004,D08-B05-H005,D08-B05-H006"
36.335855,32.28818,D8-B5-T2,8,132,,,"D08-B05-H007,D08-B05-H008,D08-B05-H009,D08-B05-H010,D08-B05-H011"
36.336066,32.287897,D8-B5-T3,8,114,,,"D08-B05-H012,D08-B05-H013,D08-B05-H014,D08-B05-H015,D08-B05-H016,D08-B05-H017,D08-B05-H018,D08-B05-H019"
36.336343,32.287902,D8-B5-T4,8,140,,,"D08-B05-H020,D08-B05-H021,D08-B05-H022,D08-B05-H022"
36.336557,32.287742,D8-B5-T5,8,153,,,"D08-B05-H023,D08-B05-H023,D08-B05-H023,D08-B05-H023,D08-B05-H023"
36.336924,32.287752,D8-B5-T6,8,153,,,"D08-B05-H028,D08-B05-H029,D08-B05-H030,D08-B05-H031,D08-B05-H032,D08-B05-H033,D08-B05-H034,D08-B05-H035,D08-B05-H036"
36.337164,32.287477,D8-B5-T7,8,108,,,"D08-B05-H037,D08-B05-H038,D08-B05-H039,D08-B05-H040,D08-B05-H041,D08-B05-H042"
36.337385,32.287413,D8-B5-T8,8,142,,,"D08-B05-H043,D08-B05-H044,D08-B05-H045,D08-B05-H046,D08-B05-H047,D08-B05-H048"
36.337698,32.287302,D8-B5-T9,8,144,,,"D08-B05-H049,D08-B05-H050,D08-B05-H051,D08-B05-H052,D08-B05-H053,D08-B05-H054,D08-B05-H055,D08-B05-H056"
36.338324,32.2871,D8-B6-T1,8,134,,,"D08-B06-H001,D08-B06-H002,D08-B06-H003,D08-B06-H004,D08-B06-H005,D08-B06-H006"
36.338708,32.287137,D8-B6-T2,8,132,,,"D08-B06-H007,D08-B06-H008,D08-B06-H009,D08-B06-H010,D08-B06-H011,D08-B06-H012"
36.338919,32.287242,D8-B6-T3,8,148,,,"D08-B06-H013,D08-B06-H014,D08-B06-H015,D08-B06-H016,D08-B06-H017,D08-B06-H018,D08-B06-H019"
36.339155,32.287165,D8-B6-T4,8,133,,,"D08-B06-H020,D08-B06-H021,D08-B06-H022,D08-B06-H023,D08-B06-H024,D08-B06-H025"
36.339384,32.287097,D8-B6-T5,8,146,,,"D08-B06-H026,D08-B06-H027,D08-B06-H028,D08-B06-H029,D08-B06-H030,D08-B06-H031"
36.339594,32.287001,D8-B6-T6,8,145,,,"D08-B06-H032,D08-B06-H033,D08-B06-H034,D08-B06-H035,D08-B06-H036,D08-B06-H037"
36.339774,32.286871,D8-B6-T7,8,116,,,"D08-B06-H038,D08-B06-H039,D08-B06-H040,D08-B06-H041,D08-B06-H042,D08-B06-H043"
36.340056,32.286562,D8-B6-T8,8,140,,,"D08-B06-H044,D08-B06-H045,D08-B06-H046,D08-B06-H047,D08-B06-H048,D08-B06-H049"
36.340417,32.286455,D8-B6-T9,8,141,,,"D08-B06-H050,D08-B06-H051,D08-B06-H052,D08-B06-H053,D08-B06-H054,D08-B06-H055,D08-B06-H056,D08-B06-H057"
36.340753,32.286368,D8-B6-T10,8,132,,,"D08-B06-H058,D08-B06-H059,D08-B06-H060,D08-B06-H061,D08-B06-H061,D08-B06-H062"
36.340929,32.286296,D8-B6-T11,8,132,,,"D08-B06-H063,D08-B06-H064,D08-B06-H065,D08-B06-H066,D08-B06-H067"
36.341214,32.286168,D8-B6-T12,8,129,,,"D08-B06-H068,D08-B06-H069,D08-B06-H070,D08-B06-H071,D08-B06-H072,D08-B06-H073,D08-B06-H074"
36.341369,32.286164,D8-B6-T13,8,117,,,"D08-B06-H075,D08-B06-H076,D08-B06-H077"
36.341668,32.286112,D8-B6-T14,8,134,,,"D08-B06-H078,D08-B06-H079,D08-B06-H080"
36.335288,32.287465,D8-B7-T1,8,119,,,"D08-B07-H001,D08-B07-H002,D08-B07-H003,D08-B07-H004,D08-B07-H005,D08-B07-H006,D08-B07-H007"
36.335573,32.287471,D8-B7-T2,8,124,,,"D08-B07-H008,D08-B07-H009,D08-B07-H010,D08-B07-H011,D08-B07-H012,D08-B07-H013,D08-B07-H014,D08-B07-H015"
36.335918,32.287464,D8-B7-T3,8,116,,,"D08-B07-H016,D08-B07-H017,D08-B07-H018,D08-B07-H020,D08-B07-H021,D08-B07-H022"
36.33591,32.287249,D8-B7-T4,2.5,116,,,D08-B07-H022
36.336323,32.287186,D8-B7-T5,8,114,,,"D08-B07-H023,D08-B07-H024,D08-B07-H025,D08-B07-H026,D08-B07-H027,D08-B07-H028"
36.336557,32.287086,D8-B7-T6,8,129,,,"D08-B07-H029,D08-B07-H030,D08-B07-H031,D08-B07-H032,D08-B07-H033,D08-B07-H034"
36.33707,32.286983,D8-B7-T7,8,122,,,"D08-B07-H035,D08-B07-H036,D08-B07-H037,D08-B07-H038,D08-B07-H039,D08-B07-H040,D08-B07-H041,D08-B07-H042"
36.337283,32.286967,D8-B7-T8,8,137,,,"D08-B07-H043,D08-B07-H044,D08-B07-H045"
36.337609,32.286804,D8-B7-T9,8,116,,,"D08-B07-H046,D08-B07-H047,D08-B07-H048,D08-B07-H049,D08-B07-H050,D08-B07-H051"
36.337955,32.286923,D8-B8-T1,8,142,,,"D08-B08-H001,D08-B08-H002,D08-B08-H003,D08-B08-H004"
36.338089,32.286636,D8-B8-T2,8,136,,,"D08-B08-H005,D08-B08-H006,D08-B08-H007,D08-B08-H008,D08-B08-H009,D08-B08-H010,D08-B08-H011,D08-B08-H012,D08-B08-H013"
36.338337,32.286361,D8-B8-T3,8,123,,,"D08-B08-H014,D08-B08-H015,D08-B08-H016,D08-B08-H017,D08-B08-H018"
36.338715,32.286324,D8-B8-T4,8,123,,,"D08-B08-H019,D08-B08-H020,D08-B08-H021,D08-B08-H022"
36.339016,32.286356,D8-B8-T5,8,128,,,"D08-B08-H023,D08-B08-H024,D08-B08-H025,D08-B08-H026,D08-B08-H027,D08-B08-H028,D08-B08-H029"
36.339203,32.286097,D8-B8-T6,8,122,,,"D08-B08-H030,D08-B08-H031,D08-B08-H032,D08-B08-H033,D08-B08-H034,D08-B08-H035,D08-B08-H036,D08-B08-H037"
36.33957,32.286366,D8-B8-T7,8,145,,,"D08-B08-H038,D08-B08-H039,D08-B08-H040,D08-B08-H041,D08-B08-H042,D08-B08-H043"
36.339765,32.286201,D8-B8-T8,8,132,,,"D08-B08-H044,D08-B08-H045,D08-B08-H046,D08-B08-H047,D08-B08-H048,D08-B08-H049,D08-B08-H050,D08-B08-H051"
36.340092,32.286116,D8-B8-T9,8,113,,,"D08-B08-H052,D08-B08-H053,D08-B08-H054,D08-B08-H055,D08-B08-H056,D08-B08-H057,D08-B08-H058,D08-B08-H059"
36.340355,32.286057,D8-B8-T10,8,136,,,"D08-B08-H060,D08-B08-H061,D08-B08-H062,D08-B08-H063,D08-B08-H064,D08-B08-H065,D08-B08-H066,D08-B08-H067,D08-B08-H068,D08-B08-H069,D08-B08-H070"
36.340633,32.285866,D8-B8-T11,8,142,,,"D08-B08-H071,D08-B08-H072,D08-B08-H073,D08-B08-H074,D08-B08-H075,D08-B08-H076,D08-B08-H077,D08-B08-H078,D08-B08-H079,D08-B08-H080"
36.340889,32.28572,D8-B8-T12,8,170,,,"D08-B08-H081,D08-B08-H082,D08-B08-H083,D08-B08-H084,D08-B08-H085,D08-B08-H086,D08-B08-H087,D08-B08-H088,D08-B08-H089,D08-B08-H090,D08-B08-H091"
36.341105,32.285429,D8-B8-T13,8,117,,,"D08-B08-H092,D08-B08-H093,D08-B08-H094,D08-B08-H095,D08-B08-H103,D08-B08-H104,D08-B08-H105"
